group,dominant_topic,topic_label,topic_prob,sentiment,polarity,subjectivity
comp.windows.x,Topic 22,window set color,0.44,Positive,0.16,0.345
sci.med.disease,Topic 28,patient drug,0.432,Positive,0.152,0.328
religion.christian.bible,Topic 13,let put,0.469,Positive,0.433,0.508
religion.christian.bible,Topic 14,god christian,0.422,Positive,0.074,0.594
talk.politics.misc,Topic 13,let put,0.283,Positive,0.359,0.585
alt.atheism,Topic 4,state law gun,0.606,Positive,0.085,0.283
sci.electronics.circuit,Topic 6,bit point,0.446,Positive,0.222,0.5
misc.forsale,Topic 11,sale new,0.435,Positive,0.633,0.65
sci.electronics.circuit,Topic 12,computer system,0.258,Positive,0.098,0.416
comp.hardware.drives,Topic 13,let put,0.415,Neutral,-0.037,0.487
comp.hardware.drives,Topic 12,computer system,0.298,Positive,0.062,0.5
rec.motorcycles,Topic 13,let put,0.393,Positive,0.152,0.452
sci.space.nasa,Topic 13,let put,0.265,Positive,0.128,0.306
sci.crypt,Topic 4,state law gun,0.276,Positive,0.317,0.733
politics.guns.control,Topic 13,let put,0.494,Negative,-0.185,0.523
sci.med.treatment,Topic 8,wiki wiki,0.208,Neutral,0.036,0.359
alt.atheism,Topic 17,evidence claim,0.303,Neutral,0.0,0.353
sport.hockey.nhl,Topic 15,copy of a page,0.264,Positive,0.083,0.331
comp.os.ms-windows.misc,Topic 12,computer system,0.269,Positive,0.703,0.66
comp.windows.x,Topic 15,copy of a page,0.248,Negative,-0.075,0.45
religion.christian.bible,Topic 25,homosexual homosexuality,0.26,Neutral,0.0,0.0
sport.hockey.nhl,Topic 13,let put,0.408,Positive,0.182,0.566
religion.christian.bible,Topic 8,wiki wiki,0.394,Positive,0.076,0.377
sci.space.nasa,Topic 13,let put,0.24,Positive,0.1,0.416
religion.christian.bible,Topic 14,god christian,0.301,Positive,0.142,0.446
rec.autos.repair,Topic 21,clock part,0.489,Positive,0.275,0.525
rec.motorcycles,Topic 13,let put,0.283,Neutral,0.039,0.425
sci.crypt,Topic 10,key government,0.405,Neutral,-0.034,0.43
religion.christian.bible,Topic 17,evidence claim,0.301,Positive,0.275,0.625
comp.hardware.cpu,Topic 12,computer system,0.295,Positive,0.054,0.431
rec.motorcycles,Topic 7,israel jew,0.688,Neutral,-0.019,0.581
sci.space.nasa,Topic 13,let put,0.256,Positive,0.258,0.346
politics.mideast.israel,Topic 7,israel jew,0.273,Neutral,0.046,0.482
sci.crypt,Topic 16,file image,0.289,Positive,0.094,0.298
sci.med.disease,Topic 28,patient drug,0.481,Positive,0.113,0.422
politics.guns.control,Topic 8,wiki wiki,0.328,Neutral,0.0,0.0
sci.crypt,Topic 10,key government,0.389,Neutral,-0.032,0.51
religion.christian.church,Topic 14,god christian,0.494,Positive,0.082,0.511
rec.motorcycles,Topic 7,israel jew,0.48,Positive,0.068,0.727
religion.christian.church,Topic 14,god christian,0.293,Neutral,0.011,0.375
rec.motorcycles,Topic 13,let put,0.451,Positive,0.5,0.5
rec.autos.buying,Topic 13,let put,0.422,Negative,-0.25,0.533
rec.autos.buying,Topic 16,file image,0.507,Neutral,-0.02,0.559
misc.forsale,Topic 13,let put,0.349,Positive,0.391,0.75
comp.graphics.software,Topic 15,copy of a page,0.36,Positive,0.13,0.065
rec.motorcycles,Topic 13,let put,0.471,Positive,0.202,0.501
sci.space.nasa,Topic 5,bos van,0.23,Positive,0.077,0.632
religion.christian.bible,Topic 17,evidence claim,0.474,Negative,-0.109,0.595
politics.mideast.israel,Topic 13,let put,0.407,Neutral,0.033,0.933
misc.forsale,Topic 12,computer system,0.254,Positive,0.173,0.49
sport.hockey.nhl,Topic 26,football player vs. football team,0.356,Positive,0.103,0.413
sport.hockey.nhl,Topic 13,let put,0.237,Negative,-0.08,0.475
sci.space.nasa,Topic 13,let put,0.21,Positive,0.19,0.718
politics.mideast.arab,Topic 3,comics comics,0.268,Neutral,0.033,0.656
religion.christian.church,Topic 14,god christian,0.441,Positive,0.125,0.536
rec.motorcycles,Topic 17,evidence claim,0.272,Neutral,0.0,0.0
rec.sport.baseball,Topic 26,football player vs. football team,0.329,Positive,0.258,0.508
alt.atheism,Topic 13,let put,0.468,Positive,0.075,0.431
sci.med.disease,Topic 27,bike motorcycle,0.385,Positive,0.063,0.225
sport.hockey.nhl,Topic 26,football player vs. football team,0.281,Positive,0.356,0.428
sci.electronics.devices,Topic 12,computer system,0.795,Positive,0.105,0.397
talk.politics.misc,Topic 30,president of the united states,0.312,Positive,0.053,0.564
comp.os.ms-windows.misc,Topic 12,computer system,0.494,Positive,0.142,0.37
rec.motorcycles,Topic 16,file image,0.331,Positive,0.094,0.408
talk.religion.misc,Topic 13,let put,0.263,Neutral,-0.008,0.642
comp.sys.mac.hardware,Topic 12,computer system,0.36,Positive,0.186,0.567
politics.guns.control,Topic 30,president of the united states,0.226,Negative,-0.144,0.268
alt.atheism,Topic 17,evidence claim,0.633,Neutral,0.016,0.456
sport.hockey.nhl,Topic 26,football player vs. football team,0.353,Positive,0.089,0.49
alt.atheism,Topic 17,evidence claim,0.736,Neutral,-0.024,0.516
alt.atheism,Topic 17,evidence claim,0.587,Negative,-0.062,0.6
sci.med.disease,Topic 13,let put,0.34,Positive,0.077,0.398
comp.os.ms-windows.misc,Topic 20,mile a car,0.339,Negative,-1.0,1.0
misc.forsale,Topic 20,mile a car,0.853,Positive,0.186,0.46
comp.hardware.drives,Topic 12,computer system,0.571,Negative,-0.119,0.455
sport.hockey.general,Topic 5,bos van,0.949,Positive,0.283,0.125
politics.mideast.arab,Topic 7,israel jew,0.524,Neutral,0.017,0.263
sci.med.disease,Topic 13,let put,0.263,Neutral,0.0,0.3
politics.guns.rights,Topic 13,let put,0.398,Positive,0.1,0.6
comp.graphics.software,Topic 16,file image,0.737,Positive,0.233,0.233
politics.mideast.israel,Topic 7,israel jew,0.264,Positive,0.09,0.427
alt.atheism,Topic 13,let put,0.281,Positive,0.375,0.531
politics.mideast.arab,Topic 30,president of the united states,0.306,Positive,0.155,0.431
sci.space.nasa,Topic 13,let put,0.383,Positive,0.308,0.64
comp.hardware.cpu,Topic 15,copy of a page,0.331,Neutral,0.02,0.145
comp.sys.mac.hardware,Topic 13,let put,0.29,Positive,0.275,0.538
comp.os.ms-windows.misc,Topic 16,file image,0.489,Negative,-0.1,0.6
politics.guns.control,Topic 4,state law gun,0.273,Positive,0.201,0.549
comp.os.ms-windows.misc,Topic 5,bos van,0.269,Positive,0.4,0.667
rec.sport.baseball,Topic 26,football player vs. football team,0.317,Positive,0.058,0.272
comp.graphics.hardware,Topic 9,space earth,0.278,Positive,0.085,0.292
comp.sys.mac.hardware,Topic 12,computer system,0.386,Positive,0.233,0.733
sci.electronics.circuit,Topic 13,let put,0.55,Positive,0.25,1.0
comp.hardware.cpu,Topic 12,computer system,0.296,Positive,0.052,0.325
sci.electronics.circuit,Topic 13,let put,0.421,Positive,0.213,0.271
religion.christian.bible,Topic 17,evidence claim,0.555,Positive,0.148,0.564
religion.christian.bible,Topic 27,bike motorcycle,0.396,Neutral,0.018,0.366
misc.forsale,Topic 16,file image,0.188,Neutral,-0.039,0.492
rec.autos.repair,Topic 6,bit point,0.625,Neutral,0.044,0.537
comp.hardware.cpu,Topic 19,client server,0.32,Positive,0.073,0.487
rec.motorcycles,Topic 27,bike motorcycle,0.358,Positive,0.087,0.338
talk.religion.misc,Topic 14,god christian,0.417,Neutral,-0.019,0.442
comp.graphics.hardware,Topic 12,computer system,0.23,Positive,0.187,0.397
comp.hardware.drives,Topic 22,window set color,0.282,Neutral,0.03,0.302
politics.guns.rights,Topic 13,let put,0.306,Positive,0.283,0.85
sci.space.nasa,Topic 9,space earth,0.32,Positive,0.21,0.48
rec.autos.buying,Topic 20,mile a car,0.248,Positive,0.341,0.403
sci.electronics.circuit,Topic 6,bit point,0.294,Neutral,0.016,0.217
politics.mideast.israel,Topic 27,bike motorcycle,0.243,Positive,0.177,0.64
sci.crypt,Topic 16,file image,0.209,Positive,0.067,0.1
comp.windows.x,Topic 12,computer system,0.209,Neutral,0.0,0.0
rec.sport.baseball,Topic 13,let put,0.267,Negative,-0.083,0.189
rec.sport.baseball,Topic 13,let put,0.471,Positive,0.38,0.498
religion.christian.church,Topic 28,patient drug,0.387,Positive,0.125,0.397
sci.electronics.circuit,Topic 11,sale new,0.327,Positive,0.25,0.5
sci.space.nasa,Topic 9,space earth,0.533,Positive,0.057,0.491
rec.sport.baseball,Topic 4,state law gun,0.175,Positive,0.125,0.3
rec.autos.repair,Topic 13,let put,0.374,Positive,0.072,0.523
misc.forsale,Topic 29,subject newsgroups,0.386,Neutral,0.0,0.1
sport.hockey.nhl,Topic 13,let put,0.524,Positive,0.156,0.513
comp.sys.mac.hardware,Topic 12,computer system,0.351,Negative,-0.091,0.288
religion.christian.bible,Topic 17,evidence claim,0.53,Positive,0.075,0.512
comp.graphics.software,Topic 2,taken home home,0.262,Positive,0.128,0.479
talk.politics.misc,Topic 4,state law gun,0.424,Neutral,-0.005,0.42
comp.windows.x,Topic 22,window set color,0.538,Negative,-0.075,0.35
politics.mideast.israel,Topic 7,israel jew,0.689,Neutral,0.017,0.2
talk.politics.misc,Topic 22,window set color,0.254,Positive,0.145,0.477
sci.space.nasa,Topic 13,let put,0.379,Positive,0.19,0.408
politics.guns.rights,Topic 13,let put,0.427,Positive,0.109,0.521
sci.crypt,Topic 13,let put,0.347,Neutral,0.02,0.545
comp.windows.x,Topic 19,client server,0.335,Positive,0.074,0.718
comp.hardware.cpu,Topic 12,computer system,0.299,Positive,0.154,0.442
politics.mideast.arab,Topic 15,copy of a page,0.254,Neutral,0.042,0.392
rec.autos.buying,Topic 13,let put,0.382,Neutral,0.033,0.383
comp.graphics.software,Topic 16,file image,0.502,Positive,0.077,0.315
religion.christian.church,Topic 14,god christian,0.489,Positive,0.062,0.616
misc.forsale,Topic 11,sale new,0.272,Positive,0.292,0.481
comp.sys.mac.hardware,Topic 12,computer system,0.341,Positive,0.2,0.2
comp.hardware.drives,Topic 12,computer system,0.524,Positive,0.133,0.567
politics.mideast.arab,Topic 2,taken home home,0.55,Positive,0.05,0.333
religion.christian.church,Topic 14,god christian,0.343,Positive,0.18,0.466
rec.motorcycles,Topic 13,let put,0.655,Neutral,-0.038,0.547
talk.politics.misc,Topic 13,let put,0.349,Positive,0.146,0.779
alt.atheism,Topic 17,evidence claim,0.229,Negative,-0.113,0.654
comp.sys.mac.hardware,Topic 2,taken home home,0.373,Positive,0.422,0.536
misc.forsale,Topic 12,computer system,0.361,Positive,0.161,0.414
sci.space.astronomy,Topic 13,let put,0.331,Positive,0.138,0.521
alt.atheism,Topic 17,evidence claim,0.563,Neutral,0.01,0.482
rec.motorcycles,Topic 13,let put,0.382,Positive,0.095,0.518
sci.crypt,Topic 13,let put,0.278,Positive,0.147,0.456
sport.hockey.general,Topic 5,bos van,0.489,Positive,0.134,0.312
comp.graphics.software,Topic 13,let put,0.281,Neutral,-0.035,0.734
comp.windows.x,Topic 19,client server,0.488,Positive,0.367,0.367
rec.sport.baseball,Topic 26,football player vs. football team,0.296,Positive,0.158,0.438
talk.politics.misc,Topic 13,let put,0.339,Positive,0.14,0.493
comp.sys.mac.hardware,Topic 11,sale new,0.38,Positive,0.183,0.267
comp.os.ms-windows.misc,Topic 13,let put,0.297,Positive,0.175,0.425
talk.religion.misc,Topic 28,patient drug,0.453,Negative,-0.06,0.523
politics.guns.control,Topic 30,president of the united states,0.513,Positive,0.169,0.418
rec.autos.buying,Topic 13,let put,0.458,Positive,0.287,0.611
sci.crypt,Topic 4,state law gun,0.499,Positive,0.081,0.538
comp.os.ms-windows.misc,Topic 22,window set color,0.496,Positive,0.2,0.2
alt.atheism,Topic 8,wiki wiki,0.43,Positive,0.317,0.867
rec.autos.buying,Topic 21,clock part,0.322,Positive,0.35,0.6
sci.crypt,Topic 17,evidence claim,0.548,Negative,-0.25,0.483
rec.autos.buying,Topic 12,computer system,0.189,Positive,0.25,0.694
religion.christian.church,Topic 8,wiki wiki,0.389,Positive,0.169,0.394
sci.electronics.circuit,Topic 23,power battery,0.31,Negative,-0.125,0.154
misc.forsale,Topic 6,bit point,0.243,Positive,0.071,0.52
rec.autos.repair,Topic 27,bike motorcycle,0.362,Positive,0.45,0.5
sci.electronics.circuit,Topic 16,file image,0.301,Positive,0.1,0.55
comp.hardware.drives,Topic 12,computer system,0.449,Neutral,0.009,0.466
comp.os.ms-windows.misc,Topic 16,file image,0.291,Neutral,0.025,0.475
sci.crypt,Topic 17,evidence claim,0.226,Positive,0.281,0.501
sci.electronics.circuit,Topic 9,space earth,0.19,Positive,0.096,0.58
sci.space.astronomy,Topic 29,subject newsgroups,0.407,Neutral,-0.029,0.467
comp.windows.x,Topic 12,computer system,0.41,Positive,0.156,0.467
talk.religion.misc,Topic 13,let put,0.369,Positive,0.34,0.719
sci.med.treatment,Topic 2,taken home home,0.429,Neutral,0.021,0.497
religion.christian.church,Topic 13,let put,0.26,Positive,0.291,0.42
religion.christian.church,Topic 17,evidence claim,0.555,Positive,0.115,0.516
talk.religion.misc,Topic 6,bit point,0.677,Positive,0.144,0.269
misc.forsale,Topic 13,let put,0.284,Negative,-0.078,0.487
rec.motorcycles,Topic 20,mile a car,0.243,Positive,0.231,0.76
rec.motorcycles,Topic 13,let put,0.34,Positive,0.123,0.608
comp.windows.x,Topic 19,client server,0.458,Positive,0.4,0.4
misc.forsale,Topic 9,space earth,0.466,Positive,0.233,0.502
rec.autos.repair,Topic 13,let put,0.299,Neutral,-0.039,0.479
comp.windows.x,Topic 22,window set color,0.358,Positive,0.217,0.653
politics.guns.control,Topic 13,let put,0.346,Positive,0.19,0.62
sci.med.disease,Topic 13,let put,0.324,Negative,-0.146,0.65
comp.windows.x,Topic 16,file image,0.344,Positive,0.113,0.65
misc.forsale,Topic 13,let put,0.243,Positive,0.175,0.483
talk.religion.misc,Topic 14,god christian,0.471,Negative,-0.25,0.75
comp.sys.mac.hardware,Topic 13,let put,0.49,Positive,0.102,0.479
rec.autos.buying,Topic 13,let put,0.747,Neutral,0.04,0.562
comp.os.ms-windows.misc,Topic 11,sale new,0.621,Negative,-0.057,0.415
rec.sport.baseball,Topic 13,let put,0.432,Negative,-0.55,0.75
religion.christian.bible,Topic 14,god christian,0.452,Positive,0.117,0.529
sci.med.disease,Topic 13,let put,0.362,Positive,0.091,0.503
rec.autos.repair,Topic 13,let put,0.555,Positive,0.08,0.47
religion.christian.bible,Topic 14,god christian,0.278,Positive,0.071,0.293
sci.med.disease,Topic 9,space earth,0.408,Neutral,0.0,0.25
comp.graphics.software,Topic 15,copy of a page,0.221,Neutral,0.0,0.0
talk.politics.misc,Topic 30,president of the united states,0.51,Neutral,-0.011,0.526
talk.politics.misc,Topic 13,let put,0.36,Positive,0.152,0.348
talk.religion.misc,Topic 14,god christian,0.46,Positive,0.13,0.625
politics.mideast.israel,Topic 30,president of the united states,0.348,Neutral,-0.017,0.532
comp.sys.mac.hardware,Topic 12,computer system,0.407,Positive,0.22,0.523
sci.med.disease,Topic 13,let put,0.371,Negative,-0.067,0.6
alt.atheism,Topic 17,evidence claim,0.381,Positive,0.081,0.611
alt.atheism,Topic 17,evidence claim,0.445,Neutral,0.034,0.622
talk.religion.misc,Topic 13,let put,0.353,Neutral,-0.021,0.488
religion.christian.bible,Topic 14,god christian,0.53,Positive,0.096,0.552
comp.os.ms-windows.misc,Topic 22,window set color,0.439,Positive,0.5,0.5
sci.electronics.circuit,Topic 13,let put,0.456,Positive,0.134,0.588
rec.sport.baseball,Topic 13,let put,0.181,Positive,0.5,0.5
comp.graphics.software,Topic 16,file image,0.475,Neutral,0.0,0.0
misc.forsale,Topic 11,sale new,0.331,Positive,0.334,0.558
alt.atheism,Topic 17,evidence claim,0.439,Positive,0.071,0.55
sci.crypt,Topic 13,let put,0.175,Positive,0.072,0.425
politics.mideast.arab,Topic 7,israel jew,0.488,Negative,-0.056,0.229
rec.autos.buying,Topic 20,mile a car,0.331,Positive,0.065,0.521
comp.graphics.software,Topic 16,file image,0.38,Positive,0.19,0.496
comp.hardware.drives,Topic 12,computer system,0.338,Neutral,0.05,0.45
sci.med.disease,Topic 13,let put,0.294,Negative,-0.117,0.617
rec.sport.baseball,Topic 25,homosexual homosexuality,0.34,Positive,0.084,0.451
rec.sport.baseball,Topic 24,mike and john,0.508,Negative,-0.075,0.278
rec.sport.baseball,Topic 26,football player vs. football team,0.596,Neutral,-0.025,0.529
comp.windows.x,Topic 16,file image,0.315,Neutral,0.0,0.0
talk.politics.misc,Topic 13,let put,0.419,Positive,0.3,0.562
rec.sport.baseball,Topic 26,football player vs. football team,0.406,Positive,0.07,0.433
talk.politics.misc,Topic 30,president of the united states,0.268,Positive,0.062,0.563
rec.sport.baseball,Topic 25,homosexual homosexuality,0.272,Positive,0.331,0.594
misc.forsale,Topic 11,sale new,0.233,Positive,0.325,0.55
politics.guns.control,Topic 13,let put,0.207,Neutral,0.028,0.484
politics.mideast.arab,Topic 4,state law gun,0.382,Positive,0.065,0.22
comp.os.ms-windows.misc,Topic 16,file image,0.292,Neutral,0.0,0.0
rec.autos.repair,Topic 20,mile a car,0.301,Positive,0.568,0.377
comp.windows.x,Topic 13,let put,0.222,Positive,0.458,0.5
comp.hardware.drives,Topic 12,computer system,0.583,Neutral,0.0,0.0
sport.hockey.nhl,Topic 24,mike and john,0.262,Positive,0.188,0.408
sci.electronics.circuit,Topic 13,let put,0.492,Negative,-0.2,0.1
religion.christian.bible,Topic 8,wiki wiki,0.307,Positive,0.162,0.368
rec.autos.repair,Topic 20,mile a car,0.233,Neutral,-0.033,0.319
sport.hockey.nhl,Topic 26,football player vs. football team,0.429,Positive,0.053,0.519
alt.atheism,Topic 17,evidence claim,0.603,Positive,0.11,0.667
comp.hardware.drives,Topic 6,bit point,0.32,Positive,0.066,0.583
politics.mideast.israel,Topic 17,evidence claim,0.333,Negative,-0.358,0.617
talk.politics.misc,Topic 30,president of the united states,0.319,Negative,-0.055,0.266
religion.christian.church,Topic 14,god christian,0.262,Negative,-0.059,0.502
alt.atheism,Topic 13,let put,0.385,Neutral,-0.023,0.554
politics.mideast.israel,Topic 30,president of the united states,0.354,Positive,0.219,0.579
talk.religion.misc,Topic 14,god christian,0.295,Positive,0.155,0.53
comp.os.ms-windows.misc,Topic 12,computer system,0.344,Positive,0.168,0.427
sci.crypt,Topic 28,patient drug,0.321,Positive,0.162,0.334
sci.electronics.circuit,Topic 9,space earth,0.188,Neutral,0.012,0.365
talk.politics.misc,Topic 30,president of the united states,0.587,Positive,0.118,0.501
religion.christian.bible,Topic 22,window set color,0.408,Positive,0.125,0.292
comp.graphics.software,Topic 16,file image,0.461,Neutral,0.0,0.4
rec.autos.buying,Topic 17,evidence claim,0.4,Positive,0.269,0.425
comp.graphics.software,Topic 16,file image,0.404,Positive,0.141,0.438
rec.motorcycles,Topic 20,mile a car,0.359,Positive,0.186,0.422
sci.crypt,Topic 6,bit point,0.51,Neutral,0.008,0.551
sci.med.treatment,Topic 28,patient drug,0.331,Positive,0.193,0.557
comp.sys.mac.hardware,Topic 13,let put,0.316,Positive,0.087,0.468
talk.politics.misc,Topic 8,wiki wiki,0.449,Positive,0.06,0.481
comp.windows.x,Topic 22,window set color,0.883,Neutral,-0.01,0.435
religion.christian.church,Topic 14,god christian,0.513,Neutral,0.003,0.39
comp.windows.x,Topic 16,file image,0.28,Negative,-0.25,0.25
comp.graphics.software,Topic 12,computer system,0.405,Positive,0.075,0.358
comp.graphics.software,Topic 16,file image,0.288,Positive,0.165,0.303
sport.hockey.nhl,Topic 24,mike and john,0.327,Positive,0.208,0.433
religion.christian.bible,Topic 17,evidence claim,0.459,Negative,-0.054,0.523
alt.atheism,Topic 17,evidence claim,0.41,Positive,0.128,0.52
sci.electronics.devices,Topic 6,bit point,0.186,Positive,0.567,0.717
religion.christian.bible,Topic 14,god christian,0.459,Neutral,0.0,0.0
religion.christian.church,Topic 14,god christian,0.33,Positive,0.216,0.501
rec.sport.baseball,Topic 13,let put,0.362,Neutral,0.0,0.322
talk.religion.misc,Topic 14,god christian,0.437,Neutral,0.0,0.0
rec.autos.buying,Topic 13,let put,0.255,Positive,0.133,0.292
comp.graphics.software,Topic 6,bit point,0.198,Positive,0.16,0.508
rec.sport.baseball,Topic 25,homosexual homosexuality,0.328,Positive,0.208,0.405
talk.politics.misc,Topic 12,computer system,0.214,Positive,0.422,0.575
comp.sys.mac.hardware,Topic 12,computer system,0.408,Positive,0.15,0.454
religion.christian.bible,Topic 13,let put,0.313,Positive,0.162,0.537
talk.politics.misc,Topic 13,let put,0.282,Positive,0.263,0.685
